author,cat_earliest,cat_latest
 Godfrey Gumbs,cond-mat.mtrl-sci,cond-mat.str-el
 Golam Mortuza Hossain,astro-ph,gr-qc
 Gonzalo A. Alvarez,cond-mat.mes-hall,quant-ph
 Gordan Zitkovic,math.PR,math.FA
 Gordon Krenz,physics.atom-ph,nlin.PS
 Graeme J. Ackland,q-bio.CB,cond-mat.other
 Graeme W. Milton,physics.optics,cond-mat.mtrl-sci
 Graham Kells,physics.comp-ph,cond-mat.mes-hall
 Graham Woan,gr-qc,astro-ph
 Gregory A. Fiete,cond-mat.str-el,cond-mat.mes-hall
 Gregory Beylkin,math.NA,math-ph
 Gregory Cherlin,math.LO,math.GR
 Gregory Minton,math.RT,hep-th
 Grenville J. Croll,cs.CR,cs.CY
 Grigori Rozenblum,math.SP,math.FA
 Grigoris Panotopoulos,astro-ph,hep-ph
 Grzegorz Swiatek,math.DS,math.GN
 Guang-Can Guo,cond-mat.mtrl-sci,quant-ph
 Guangcai Zhang,cond-mat.mtrl-sci,physics.comp-ph
 Guanrong Chen,cs.NI,cs.CR
 Guglielmo Fucci,math-ph,gr-qc
 Guido Goldoni,cond-mat.mtrl-sci,cond-mat.mes-hall
 Guido Schneider,math-ph,math.AP
 Guilhem Semerjian,cond-mat.stat-mech,cs.AI
 Guiying Yan,physics.soc-ph,math.CO
 Gunther Cornelissen,math.AG,math.OA
 Guo-Hui Ding,q-bio.MN,cond-mat.mes-hall
 Guo-Ping Guo,quant-ph,physics.optics
 Guofang Wang,math.DG,math-ph
 Guofang Wei,math.MG,math.DG
 Guohun Zhu,cs.DS,cs.CC
 Guy Katriel,math.DS,q-bio.BM
 Guy Louchard,math.PR,cs.DC
 Gyula Lakos,math.KT,math.RA
 Günter M. Ziegler,math.MG,math.AT
 H Oeschler,hep-ph,nucl-th
 H. -C. Lin,quant-ph,astro-ph
 H. -J. Kluge,nucl-ex,physics.atom-ph
 H. -J. Stoeckmann,cond-mat.mes-hall,cond-mat.other
 H. -U. Habermeier,physics.soc-ph,cond-mat.supr-con
 H. A. Carmona,cond-mat.stat-mech,cond-mat.mtrl-sci
 H. A. Mook,cond-mat.str-el,cond-mat.supr-con
 H. Abele,quant-ph,nucl-ex
 H. Akimoto,cond-mat.other,cond-mat.mes-hall
 H. Alloul,cond-mat.supr-con,cond-mat.str-el
 H. Baba,nucl-ex,astro-ph
 H. Bahlouli,physics.atom-ph,quant-ph
 H. Baumgartner,cond-mat.stat-mech,physics.plasm-ph
 H. Berger,cond-mat.str-el,cond-mat.supr-con
 H. Bombin,cond-mat.str-el,quant-ph
 H. Breuer,hep-ph,nucl-ex
 H. C. Krahl,cond-mat.stat-mech,cond-mat.str-el
 H. Calén,nucl-ex,hep-ex
 H. Cao,physics.optics,cond-mat.dis-nn
 H. Cercellier,cond-mat.other,cond-mat.str-el
 H. Chen,physics.gen-ph,cond-mat.str-el
 H. Clement,nucl-ex,hep-ex
 H. Deng,quant-ph,nucl-ex
 H. Eisaki,cond-mat.str-el,cond-mat.supr-con
 H. Eugene Stanley,cond-mat.soft,q-fin.ST
 H. F. Jones,hep-th,quant-ph
 H. Fujii,nucl-th,cond-mat.supr-con
 H. Fujiwara,cond-mat.str-el,astro-ph
 H. G. Miller,math-ph,hep-ph
 H. Gao,nucl-ex,physics.atom-ph
 H. Garcilazo,hep-ph,nucl-th
 H. Geissel,nucl-ex,astro-ph
 H. Gulkanyan,nucl-ex,hep-ex
 H. Gómez,nucl-ex,astro-ph
 H. Hoeger,cs.CE,cs.DC
 H. Holden,math.AP,nlin.SI
 H. Huang,nucl-ex,quant-ph
 H. Ingerslev Jørgensen,cond-mat.supr-con,cond-mat.mes-hall
 H. Iwasaki,nucl-ex,gr-qc
 H. J. Briegel,cond-mat.str-el,quant-ph
 H. J. Haubold,math.PR,math.CA
 H. J. Herrmann,cond-mat.other,physics.geo-ph
 H. J. Kang,cond-mat.str-el,cond-mat.supr-con
 H. J. Kim,physics.ins-det,astro-ph
 H. J. Korsch,cond-mat.other,quant-ph
 H. J. Mamin,cond-mat.other,cond-mat.mes-hall
 H. J. Xiang,cond-mat.str-el,cond-mat.mtrl-sci
 H. Kachkachi,cond-mat.stat-mech,cond-mat.mtrl-sci
 H. Kalinowsky,nucl-ex,hep-ph
 H. Katagiri,physics.ins-det,astro-ph
 H. Kataura,cond-mat.mes-hall,cond-mat.mtrl-sci
 H. Kawai,nucl-ex,hep-th
 H. Kirk,hep-ph,physics.acc-ph
 H. Kobayashi,cond-mat.str-el,astro-ph
 H. Kumigashira,cond-mat.str-el,cond-mat.mtrl-sci
 H. Li,astro-ph,cond-mat.str-el
 H. Lin,cond-mat.mtrl-sci,astro-ph
 H. Linke,cond-mat.stat-mech,cond-mat.mtrl-sci
 H. Lu,astro-ph,hep-th
 H. Luo,cond-mat.mes-hall,cond-mat.mtrl-sci
 H. M. Araujo,physics.ins-det,astro-ph
 H. M. Wiseman,quant-ph,physics.gen-ph
 H. Menghetti,hep-ex,astro-ph
 H. Meyer,cond-mat.soft,hep-lat
 H. Miyajima,cond-mat.mes-hall,cond-mat.mtrl-sci
 H. Moradi,cond-mat.other,astro-ph
 H. N. Chapman,physics.optics,cond-mat.mtrl-sci
 H. Nagahiro,nucl-th,hep-ph
 H. Nakajima,hep-ph,astro-ph
 H. Nakanishi,physics.ins-det,astro-ph
 H. Nakano,cond-mat.supr-con,gr-qc
 H. Nikolic,gr-qc,hep-th
 H. O. Girotti,math-ph,hep-th
 H. Ohta,cond-mat.str-el,math.SG
 H. Okada,nucl-ex,hep-ex
 H. Olofsson,astro-ph,cond-mat.supr-con
 H. Ott,cond-mat.stat-mech,cond-mat.other
 H. P. Morsch,hep-ph,nucl-ex
 H. Pastoriza,cond-mat.mes-hall,cond-mat.supr-con
 H. Pettersson,nucl-ex,hep-ex
 H. R. Jauslin,quant-ph,math-ph
 H. R. Sepangi,cond-mat.soft,gr-qc
 H. Sagawa,nucl-ex,nucl-th
 H. Sakai,nucl-ex,cond-mat.str-el
 H. Salehi,hep-ph,hep-th
 H. Satori,cs.CL,cond-mat.other
 H. Schmieden,nucl-ex,hep-ph
 H. Schomerus,cond-mat.other,cond-mat.dis-nn
 H. Shishido,cond-mat.supr-con,cond-mat.str-el
 H. Shtrikman,cond-mat.mes-hall,cond-mat.supr-con
 H. Stocker,nucl-th,hep-ph
 H. T. C. Stoof,cond-mat.stat-mech,cond-mat.other
 H. Takagi,cond-mat.str-el,cond-mat.supr-con
 H. Takahashi,cond-mat.mes-hall,astro-ph
 H. Takeya,cond-mat.str-el,cond-mat.supr-con
 H. Tanaka,cond-mat.supr-con,cond-mat.str-el
 H. Tasso,physics.gen-ph,physics.plasm-ph
 H. Then,nlin.CD,astro-ph
 H. Toki,nucl-th,hep-lat
 H. Tomita,physics.ins-det,astro-ph
 H. Wang,astro-ph,cond-mat.supr-con
 H. Wellenstein,physics.ins-det,astro-ph
 H. Wu,cond-mat.str-el,cond-mat.mtrl-sci
 H. Xu,nlin.CD,cond-mat.mes-hall
 H. Yamaguchi,nucl-ex,astro-ph
 H. Yamauchi,cond-mat.str-el,nucl-ex
 H. Z. Wang,physics.optics,nlin.PS
 H. Z. Zheng,cond-mat.mtrl-sci,cond-mat.mes-hall
 H. Zabel,cond-mat.str-el,cond-mat.other
 H. Zheng,cond-mat.str-el,astro-ph
 H. Zhu,hep-ph,nucl-ex
 H. van Pee,nucl-ex,hep-ph
 Hae-Young Kee,cond-mat.supr-con,cond-mat.str-el
 Hagen Kleinert,cond-mat.str-el,q-fin.ST
 Hai-Bo Li,hep-ex,hep-ph
 Hai-Qiang Zhang,nlin.SI,math-ph
 Hai-Qing Lin,quant-ph,cond-mat.str-el
 Hai-Qing Zhang,hep-th,gr-qc
 Haibin Su,cond-mat.mtrl-sci,cond-mat.other
 Haijun Zhou,cond-mat.dis-nn,cond-mat.soft
 Haitao Wang,cond-mat.str-el,astro-ph
 Halina Rubinsztein-Dunlop,physics.optics,physics.class-ph
 Haluk Bingol,nlin.AO,physics.soc-ph
 Han-Dong Chen,cond-mat.supr-con,cond-mat.mes-hall
 Han-Ying Guo,math-ph,gr-qc
 Hanako Isshiki,cond-mat.mes-hall,cond-mat.other
 Hans J. Herrmann,cond-mat.other,cond-mat.mtrl-sci
 Hans Schmid,gr-qc,cond-mat.other
 Hans Westman,quant-ph,gr-qc
 Hans-Dieter Meyer,physics.chem-ph,cond-mat.other
 Hans-Joachim Drescher,astro-ph,nucl-th
 Hans-Thomas Elze,gr-qc,quant-ph
 Hao Ren,cond-mat.mtrl-sci,cond-mat.other
 Hao Wei,astro-ph,hep-th
 Harald Lueck,quant-ph,physics.optics
 Harm Derksen,math.AC,math.CO
 Harold U. Baranger,quant-ph,cond-mat.mes-hall
 Harsh Mathur,hep-th,cond-mat.stat-mech
 Harvey Gould,cond-mat.stat-mech,physics.ed-ph
 Hawoong Jeong,q-bio.MN,physics.soc-ph
 Heidi Fearn,physics.pop-ph,quant-ph
 Heiko Bauke,cond-mat.other,cond-mat.stat-mech
 Heinrich Massold,math.NT,math.AG
 Heinz Hanßmann,math.DS,nlin.SI
 Heinz Siedentop,math-ph,cond-mat.str-el
 Helge Krueger,math.SP,nlin.SI
 Helmut Hofer,math.FA,math.SG
 Helmut Schiessel,q-bio.OT,cond-mat.soft
 Hendrik Van Maldeghem,math.CO,math.GR
 Heng Lian,cs.CV,stat.CO
 Henk Vocks,cond-mat.soft,cond-mat.stat-mech
 Henni Ouerdane,cond-mat.str-el,physics.atom-ph
 Henning S. Mortveit,math.CO,math.DS
 Henning Schomerus,cond-mat.mes-hall,cond-mat.dis-nn
 Henri Orland,cond-mat.stat-mech,cond-mat.soft
 Henrik Holm,math.RA,cs.IT
 Henrik Jeldtoft Jensen,q-bio.PE,cond-mat.stat-mech
 Henry Krakauer,physics.comp-ph,cond-mat.mtrl-sci
 Henry Towsner,math.LO,math.DS
 Henryk Gzyl,cs.CE,cs.LG
 Herbert Levine,q-bio.PE,q-bio.MN
 Herbert Spohn,math-ph,math.PR
 Hernando Quevedo,gr-qc,math-ph
 Hidenori Takagi,cond-mat.supr-con,cond-mat.str-el
 Hidenori Takahashi,hep-th,astro-ph
 Hideo Aoki,cond-mat.str-el,cond-mat.mes-hall
 Hidetsugu Sakaguchi,nlin.PS,nlin.AO
 Hikota Akimoto,cond-mat.mes-hall,cond-mat.other
 Hing-Tong Cho,hep-th,quant-ph
 Hiroaki Nakamura,cond-mat.mtrl-sci,quant-ph
 Hiroaki Takagi,q-bio.CB,q-bio.SC
 Hiroki Matui,math.OA,math.DS
 Hiromichi Ohno,math.OA,math-ph
 Hiroshi Ohki,hep-ph,hep-lat
 Hisaki Hatanaka,hep-th,hep-ph
 Hisatomo Harima,cond-mat.supr-con,cond-mat.str-el
 Hisayuki Hara,math.ST,stat.CO
 Hisham Sati,hep-th,math.DG
 Hitoshi Nishino,hep-ph,hep-th
 Ho-Ung Yee,hep-ph,hep-th
 Holger Boche,cs.IT,quant-ph
 Holger Brenner,math.AG,math.AC
 Holger Gies,hep-lat,hep-th
 Holger Homann,physics.flu-dyn,physics.comp-ph
 Holger Mueller,physics.atom-ph,physics.optics
 Hong Li,hep-ph,astro-ph
 Hong Y. Ling,cond-mat.other,quant-ph
 Hong-Guang Zhang,astro-ph,hep-th
 Hong-Van Le,math.DG,math.AT
 Hong-Wei Ke,hep-ph,physics.chem-ph
 Hongbao Zhang,hep-th,quant-ph
 Hongjie Dai,cond-mat.mtrl-sci,cond-mat.mes-hall
 Hongki Min,cond-mat.mes-hall,cond-mat.mtrl-sci
 Hongwei Yu,gr-qc,astro-ph
 Hongya Liu,gr-qc,astro-ph
 Hongyu Liu,math.NA,math.AP
 Horacio M. Pastawski,quant-ph,cond-mat.mes-hall
 Horia D. Cornean,cond-mat.mes-hall,math-ph
 Horng-Tzer Yau,math-ph,math.AP
 Hosho Katsura,cond-mat.str-el,cond-mat.stat-mech
 Howard Weiss,nlin.AO,math.DS
 Hrayr H. Matevosyan,nucl-th,hep-ph
 Hsiao-Ping Hsu,cond-mat.soft,cond-mat.stat-mech
 Hu-Shan Xu,quant-ph,nucl-ex
 Hua Bai,math.GT,astro-ph
 Hua Wu,cond-mat.mtrl-sci,cond-mat.str-el
 Hua Xu,math.PR,cond-mat.mtrl-sci
 Hubert Saleur,hep-th,cond-mat.dis-nn
 Hugh Thomas,math.RT,math.NT
 Hugo E. Hernandez-Figueroa,physics.gen-ph,physics.class-ph
 Hui Hu,cond-mat.other,cond-mat.stat-mech
 Hui Wang,cond-mat.stat-mech,math.PR
 Hui Zhai,cond-mat.supr-con,cond-mat.mes-hall
 Hui Zhang,quant-ph,astro-ph
 Hui Zou,math.ST,stat.ML
 Hung Le Pham,math.FA,math.RA
 Hyeong-Chai Jeong,math-ph,cond-mat.dis-nn
 Hynek Kovarik,math-ph,math.SP
 Hyun Kyu Lee,hep-ph,hep-th
 Hyun Min Lee,hep-ph,hep-th
 I. A. Dmitriev,cond-mat.mes-hall,cond-mat.dis-nn
 I. A. Pless,hep-ex,astro-ph
 I. A. Sheipak,math.SP,math.FA
 I. A. Shovkovy,nucl-th,cond-mat.mes-hall
 I. Alekseev,nucl-ex,hep-ex
 I. B. Khriplovich,astro-ph,gr-qc
 I. C. Cloët,hep-ph,nucl-th
 I. D'Amico,cond-mat.mtrl-sci,cond-mat.mes-hall
 I. E. Mazets,cond-mat.other,quant-ph
 I. Eremin,cond-mat.supr-con,cond-mat.str-el
 I. Fabry,nucl-ex,hep-ph
 I. Felner,cond-mat.str-el,cond-mat.supr-con
 I. G. Irastorza,physics.ins-det,astro-ph
 I. G. Kevrekidis,nlin.PS,math.DS
 I. Horn,nucl-ex,hep-ph
 I. K. Potashnikova,nucl-th,hep-ph
 I. K. Yanson,cond-mat.supr-con,cond-mat.mes-hall
 I. Kezsmarki,cond-mat.other,cond-mat.str-el
 I. Koch,nucl-ex,hep-ex
 I. Kostyukov,physics.plasm-ph,physics.acc-ph
 I. L. Kurbakov,cond-mat.str-el,cond-mat.other
 I. L. Zhogin,physics.ins-det,astro-ph
 I. Lizuain,quant-ph,cond-mat.other
 I. M. Dremin,hep-ph,nucl-ex
 I. M. Tkachenko,cond-mat.str-el,physics.plasm-ph
 I. Martel,astro-ph,nucl-ex
 I. Martin,hep-th,cond-mat.mtrl-sci
 I. Melo,nucl-th,hep-ph
 I. Nagy,cond-mat.str-el,astro-ph
 I. Nakagawa,nucl-ex,hep-ex
 I. Nandori,hep-th,cond-mat.supr-con
 I. P. Ivanov,hep-ph,cond-mat.other
 I. Roditi,hep-th,cond-mat.soft
 I. S. Burmistrov,cond-mat.mes-hall,cond-mat.str-el
 I. S. Hahn,nucl-ex,astro-ph
 I. S. Oliveira,cond-mat.stat-mech,quant-ph
 I. S. Terekhov,nucl-ex,hep-ph
 I. Sheikin,cond-mat.supr-con,cond-mat.str-el
 I. V. Grossu,nucl-th,hep-ph
 I. V. Lerner,cond-mat.supr-con,cs.NI
 I. V. Tyutin,hep-th,quant-ph
 I. Yamada,cond-mat.str-el,cond-mat.supr-con
 I. Yu. Tipunin,math.QA,hep-th
 I. Yurdusen,math.DG,math-ph
 Iain Gordon,math.RT,math.RA
 Iain Raeburn,math.FA,math.OA
 Ian Agol,math.GT,math.GR
 Ian G. Moss,hep-th,hep-ph
 Ian Hambleton,math.KT,math.AT
 Iana I. Anguelova,math.QA,math-ph
 Ieke Moerdijk,math.LO,math.AT
 Iftikhar Ahmad,hep-th,astro-ph
 Ignacio Gallo,cond-mat.stat-mech,physics.soc-ph
 Ignacio Uriarte-Tuero,math.CO,math.CV
 Igor Bjelakovic,cs.IT,quant-ph
 Igor Burban,math.AG,math.RT
 Igor Cialenco,math.PR,math.SP
 Igor M. Kulic,physics.flu-dyn,cond-mat.soft
 Igor Nikolaev,math.AG,math.OA
 Igor Nitto,cs.DC,cs.DS
 Igor Zutic,cond-mat.mes-hall,cond-mat.mtrl-sci
 Iiro Vilja,gr-qc,astro-ph
 Ilan Degani,physics.comp-ph,quant-ph
 Iliya D. Iliev,nlin.SI,math.DS
 Ilya Kofman,math.GT,math.CO
 Ilya Nemenman,q-bio.MN,q-bio.CB
 Ilya Shmulevich,cs.IT,q-bio.QM
 Ilya Zaliapin,nlin.AO,physics.ao-ph
 Immanuel Bloch,cond-mat.other,cond-mat.stat-mech
 Imre Z. Ruzsa,math.CO,math.CA
 Inanc Inan,cs.OH,cs.IT
 Indranil Chakrabarty,physics.gen-ph,quant-ph
 Inge Bethke,cs.LO,math.RA
 Ingemar Bengtsson,gr-qc,quant-ph
 Ingo Rehberg,nlin.PS,cond-mat.soft
 Ingo Runkel,hep-th,math.CT
 Ingrid Rotter,quant-ph,math-ph
 Inyong Cho,hep-th,gr-qc
 Ioannis Kontoyiannis,cs.IT,q-bio.NC
 Ion I. Cotaescu,hep-th,gr-qc
 Ira B. Schwartz,nlin.CD,nlin.AO
 Ira Z. Rothstein,hep-ph,gr-qc
 Irene I. Bouw,math.AG,math.NT
 Irene M. Gamba,math-ph,quant-ph
 Irina Markina,math.DG,math-ph
 Irina Novikova,physics.optics,quant-ph
 Isabel Perez-Arjona,nlin.PS,nlin.CD
 Isao Maruyama,cond-mat.str-el,cond-mat.mes-hall
 Isar Stubbe,quant-ph,math.CT
 Ismagil Habibullin,hep-th,nlin.SI
 Israel Klich,cond-mat.supr-con,math-ph
 Israel Quiros,gr-qc,hep-th
 Itzhak Fouxon,gr-qc,cond-mat.soft
 Iu. A. Karpenko,nucl-th,hep-ph
 Ivan Calvo,cond-mat.stat-mech,hep-th
 Ivan Favero,cond-mat.other,cond-mat.mes-hall
 Ivan G. Avramidi,gr-qc,math.DG
 Ivan H. Deutsch,quant-ph,physics.atom-ph
 Ivan Izmestiev,math.CO,math.DG
 Ivan Osorio,physics.bio-ph,q-bio.NC
 Ivan V. Losev,math.QA,math.AG
 Ivan Veselic',math.SP,math.MG
 Ivan Veselić,math.SP,math.PR
 Iver Brevik,physics.optics,quant-ph
 J. -F. Lafont,math.DG,math.KT
 J. -F. Pinton,physics.flu-dyn,nlin.CD
 J. -H. Park,physics.gen-ph,cond-mat.mtrl-sci
 J. -P. Martikainen,cond-mat.other,cond-mat.supr-con
 J. -X. Zhu,cond-mat.mes-hall,cond-mat.str-el
 J. A. Helayel-Neto,hep-th,hep-ph
 J. A. Hoyos,cond-mat.dis-nn,cond-mat.stat-mech
 J. A. Mydosh,cond-mat.supr-con,cond-mat.str-el
 J. A. Tjon,hep-ph,nucl-th
 J. A. Villar,nucl-ex,astro-ph
 J. A. de Freitas Pacheco,gr-qc,astro-ph
 J. Abdallah,astro-ph,hep-ex
 J. Adamek,math.CT,astro-ph
 J. Alexandre,hep-ph,hep-th
 J. Aysto,nucl-ex,hep-ph
 J. B. Betts,cond-mat.str-el,cond-mat.supr-con
 J. B. Goedkoop,physics.atom-ph,cond-mat.other
 J. B. Marston,cond-mat.str-el,physics.flu-dyn
 J. Ball,astro-ph,hep-ex
 J. Barnas,cond-mat.mes-hall,cond-mat.mtrl-sci
 J. Barzola-Quiquia,cond-mat.str-el,cond-mat.mes-hall
 J. Baugh,cond-mat.mes-hall,quant-ph
 J. Belfi,gr-qc,physics.atom-ph
 J. Bell,math.QA,astro-ph
 J. Berney,cond-mat.str-el,cond-mat.mtrl-sci
 J. Bluemer,astro-ph,hep-ph
 J. Bouttier,cond-mat.stat-mech,math-ph
 J. Britton,cond-mat.other,quant-ph
 J. Brown,cond-mat.mtrl-sci,nucl-ex
 J. Busto,hep-ex,hep-ph
 J. C. Cressoni,cond-mat.other,cond-mat.stat-mech
 J. C. Fabris,astro-ph,gr-qc
 J. C. González,cond-mat.supr-con,cond-mat.mes-hall
 J. C. H. Spence,physics.optics,cond-mat.mtrl-sci
 J. C. Maan,cond-mat.mes-hall,cond-mat.mtrl-sci
 J. C. Nacher,q-bio.MN,physics.optics
 J. C. Ndogmo,math.OC,math-ph
 J. Carlos Egues,cond-mat.mes-hall,quant-ph
 J. Chaloupka,cond-mat.str-el,cond-mat.supr-con
 J. Chang,cond-mat.str-el,cond-mat.supr-con
 J. Chevrier,cond-mat.mes-hall,physics.ins-det
 J. Chiaverini,cond-mat.other,quant-ph
 J. Clemente-Gallardo,quant-ph,math-ph
 J. D. Close,cond-mat.other,physics.atom-ph
 J. D. Gorfinkiel,physics.chem-ph,physics.atom-ph
 J. D. Koralek,cond-mat.other,cond-mat.str-el
 J. D. Richardson,hep-ex,astro-ph
 J. D. Thompson,cond-mat.str-el,cond-mat.supr-con
 J. Daniel Christensen,gr-qc,math.RT
 J. Doyne Farmer,physics.class-ph,q-fin.ST
 J. Dukelsky,nucl-th,cond-mat.mes-hall
 J. E. Avron,quant-ph,physics.flu-dyn
 J. E. Han,cond-mat.other,cond-mat.str-el
 J. E. Hirsch,cond-mat.mes-hall,cond-mat.supr-con
 J. E. Horvath,astro-ph,gr-qc
 J. E. Lorenzo,cond-mat.supr-con,cond-mat.str-el
 J. Eisert,cond-mat.stat-mech,physics.gen-ph
 J. F. Carinena,quant-ph,math-ph
 J. F. Drake,physics.plasm-ph,physics.space-ph
 J. F. F. Mendes,cond-mat.dis-nn,math-ph
 J. F. Gomes,nlin.SI,hep-th
 J. F. McCann,physics.chem-ph,physics.atom-ph
 J. Fernando Barbero G.,gr-qc,quant-ph
 J. Fink,physics.ins-det,cond-mat.supr-con
 J. Flanagan,physics.acc-ph,physics.ins-det
 J. Flokstra,gr-qc,cond-mat.supr-con
 J. Florez-Lopez,cs.CE,cs.DC
 J. Franz,physics.chem-ph,hep-ex
 J. Fuchs,cond-mat.stat-mech,cond-mat.other
 J. G. Hou,cond-mat.mtrl-sci,cond-mat.mes-hall
 J. G. Muga,quant-ph,cond-mat.other
 J. Gallardo,hep-ph,physics.acc-ph
 J. Gao,physics.ins-det,astro-ph
 J. Gonzalez,cond-mat.mtrl-sci,gr-qc
 J. H. Chen,nucl-th,cond-mat.other
 J. H. Choi,physics.ins-det,astro-ph
 J. H. Cole,quant-ph,cond-mat.other
 J. H. Kim,hep-ph,gr-qc
 J. H. Palmieri,math.RA,math.AT
 J. H. Park,math.DG,math.AP
 J. H. Piclum,hep-ph,hep-lat
 J. H. So,nucl-ex,astro-ph
 J. H. T. Burke,cond-mat.other,physics.atom-ph
 J. H. Wilson,math-ph,math.SP
 J. Harnad,physics.hist-ph,math-ph
 J. Hecker Denschlag,cond-mat.other,quant-ph
 J. Hohlfeld,cond-mat.mtrl-sci,cond-mat.mes-hall
 J. Hong,math.AC,astro-ph
 J. Hwang,cond-mat.supr-con,astro-ph
 J. I. Latorre,hep-ph,cond-mat.stat-mech
 J. I. Lee,nucl-ex,astro-ph
 J. I. Vestgarden,cond-mat.other,cond-mat.supr-con
 J. J. Garcia-Ripoll,quant-ph,cond-mat.other
 J. J. Ruiz-Lorenzo,cond-mat.stat-mech,cs.AR
 J. Junkersfeld,nucl-ex,hep-ph
 J. K. Slingerland,cond-mat.mes-hall,quant-ph
 J. Kucera,cond-mat.mes-hall,cond-mat.mtrl-sci
 J. Kunes,cond-mat.mtrl-sci,cond-mat.supr-con
 J. L. Alonso,cond-mat.mtrl-sci,q-bio.QM
 J. L. Lebowitz,math-ph,cond-mat.stat-mech
 J. L. Luo,cond-mat.str-el,cond-mat.supr-con
 J. L. Musfeldt,cond-mat.other,cond-mat.mtrl-sci
 J. L. Velasco,cond-mat.dis-nn,cs.AR
 J. Langheinrich,nucl-ex,hep-ph
 J. Laverock,cond-mat.supr-con,cond-mat.str-el
 J. Lee,math.CO,astro-ph
 J. Levallois,cond-mat.supr-con,cond-mat.str-el
 J. Levesley,math.NA,cond-mat.stat-mech
 J. Lewis,math.AG,astro-ph
 J. Lotz,nucl-ex,hep-ph
 J. Lozano,nucl-ex,physics.ins-det
 J. Lu,cond-mat.mtrl-sci,cond-mat.mes-hall
 J. M. B. Lopes dos Santos,cond-mat.mes-hall,cond-mat.mtrl-sci
 J. M. Carlson,physics.comp-ph,cond-mat.soft
 J. M. Carmona,physics.ins-det,astro-ph
 J. M. Cortes,q-bio.NC,cond-mat.dis-nn
 J. M. Deutsch,cond-mat.soft,cond-mat.mtrl-sci
 J. M. F. Gunn,cond-mat.other,cond-mat.mes-hall
 J. M. Friedrich,nucl-ex,hep-ex
 J. M. Hernandez,cond-mat.other,hep-ph
 J. M. Luck,cond-mat.stat-mech,cond-mat.mes-hall
 J. M. R. Parrondo,cond-mat.stat-mech,cond-mat.mtrl-sci
 J. M. Rubi,cond-mat.stat-mech,q-bio.PE
 J. M. Taylor,quant-ph,cond-mat.mes-hall
 J. M. Verde-Velasco,hep-ph,nucl-th
 J. Ma,physics.data-an,physics.plasm-ph
 J. Machta,cond-mat.stat-mech,cond-mat.dis-nn
 J. Main,quant-ph,cond-mat.other
 J. Mateos Guilarte,hep-th,nlin.PS
 J. Maurice Rojas,math.AG,math.NT
 J. Meng,nucl-th,astro-ph
 J. Mesot,cond-mat.str-el,cond-mat.supr-con
 J. Monroe,physics.ins-det,nucl-ex
 J. Morales,nucl-ex,astro-ph
 J. Negro,nlin.SI,math-ph
 J. Ng,astro-ph,physics.ins-det
 J. Nieves,hep-ph,nucl-th
 J. Ninkovic,physics.ins-det,astro-ph
 J. Nunez,cond-mat.mtrl-sci,astro-ph
 J. Nystrand,nucl-ex,hep-ph
 J. Okamoto,cond-mat.str-el,cond-mat.mtrl-sci
 J. P. Attfield,cond-mat.supr-con,cond-mat.str-el
 J. P. Hague,cond-mat.supr-con,cond-mat.str-el
 J. P. Ma,hep-lat,hep-ph
 J. P. Pekola,cond-mat.mes-hall,cond-mat.supr-con
 J. Paaske,cond-mat.str-el,cond-mat.mes-hall
 J. Paramos,gr-qc,astro-ph
 J. Park,cond-mat.str-el,cs.AR
 J. Pochodzalla,nucl-ex,hep-ex
 J. Pretz,astro-ph,hep-ex
 J. R. Iglesias,nlin.AO,cond-mat.str-el
 J. R. Krenn,physics.optics,cond-mat.other
 J. R. M. Annand,nucl-ex,physics.ins-det
 J. Rafael Sendra,math.CA,math.AG
 J. Reinhold,hep-ph,nucl-ex
 J. Rembielinski,hep-th,quant-ph
 J. Ritman,physics.ins-det,nucl-ex
 J. Ruz,physics.ins-det,astro-ph
 J. Ryckebusch,nucl-th,hep-ph
 J. S. Kim,hep-ph,astro-ph
 J. S. Marron,math.ST,stat.ME
 J. S. Milne,math.NT,math.AG
 J. S. Roberts,cond-mat.mes-hall,cond-mat.other
 J. S. Tsai,cond-mat.soft,cond-mat.mes-hall
 J. S. Xia,cond-mat.str-el,cond-mat.other
 J. Segal,nucl-ex,physics.ins-det
 J. Singleton,cond-mat.supr-con,cond-mat.str-el
 J. Sladkowski,quant-ph,q-fin.GN
 J. Smejkal,nucl-th,hep-ph
 J. Smith,hep-ph,astro-ph
 J. Stachel,nucl-th,hep-ph
 J. Stepaniak,nucl-ex,hep-ex
 J. T. Devreese,cond-mat.mes-hall,cond-mat.supr-con
 J. T. White,physics.ins-det,astro-ph
 J. Teyssier,cond-mat.supr-con,cond-mat.mtrl-sci
 J. Th. M. De Hosson,cond-mat.other,cond-mat.mtrl-sci
 J. Trbovic,cond-mat.mes-hall,cond-mat.mtrl-sci
 J. Vidal,hep-ph,cond-mat.other
 J. W. Clark,cond-mat.stat-mech,cond-mat.str-el
 J. W. Hepburn,physics.atom-ph,physics.chem-ph
 J. W. Lynn,cond-mat.str-el,cond-mat.other
 J. W. Thomsen,cond-mat.other,physics.atom-ph
 J. Walsh,hep-ph,astro-ph
 J. Wang,cond-mat.mtrl-sci,astro-ph
 J. Wodin,physics.ins-det,physics.gen-ph
 J. Wood,physics.chem-ph,hep-ex
 J. Wooldridge,cond-mat.supr-con,cond-mat.str-el
